arm,x_Ez_m,z_Ez_m,Ez_real,Ez_imag,x_Hy_m,z_Hy_m,Hy_real,Hy_imag
absorber_repair,0.0265,0.0032500000000000003,-2.008848e-12,5.578907e-12,0.02675,0.00275,4.2533903e-15,-1.4954645e-14
absorber_repair,0.027,0.0032500000000000003,-1.5373195e-12,5.723391e-12,0.02725,0.00275,2.9723549e-15,-1.5266082e-14
absorber_repair,0.0275,0.0032500000000000003,-1.0550698e-12,5.8274787e-12,0.02775,0.00275,1.6707449e-15,-1.546976e-14
absorber_repair,0.028,0.0032500000000000003,-5.655545e-13,5.890396e-12,0.02825,0.00275,3.5774696e-16,-1.5564178e-14
absorber_repair,0.0285,0.0032500000000000003,-7.219242e-14,5.9117563e-12,0.02875,0.00275,-9.573806e-16,-1.554873e-14
absorber_repair,0.029,0.0032500000000000003,4.2150235e-13,5.8913946e-12,0.02925,0.00275,-2.2653437e-15,-1.5423606e-14
absorber_repair,0.029500000000000002,0.0032500000000000003,9.120897e-13,5.829485e-12,0.029750000000000002,0.00275,-3.5569353e-15,-1.5189627e-14
absorber_repair,0.03,0.0032500000000000003,1.3960584e-12,5.7265017e-12,0.03025,0.00275,-4.8230094e-15,-1.4848523e-14
absorber_repair,0.0305,0.0032500000000000003,1.870041e-12,5.5831164e-12,0.03075,0.00275,-6.054708e-15,-1.4402843e-14
absorber_repair,0.031,0.0032500000000000003,2.330671e-12,5.40042e-12,0.03125,0.00275,-7.243246e-15,-1.3855633e-14
absorber_repair,0.0315,0.0032500000000000003,2.7747047e-12,5.179691e-12,0.03175,0.00275,-8.380416e-15,-1.3210813e-14
absorber_repair,0.032,0.0032500000000000003,3.1990328e-12,4.9224956e-12,0.03225,0.00275,-9.4579724e-15,-1.2473017e-14
absorber_repair,0.0325,0.0032500000000000003,3.6006768e-12,4.630663e-12,0.03275,0.00275,-1.046862e-14,-1.1647427e-14
absorber_repair,0.033,0.0032500000000000003,3.9767725e-12,4.306262e-12,0.03325,0.00275,-1.1405036e-14,-1.0739888e-14
absorber_repair,0.0335,0.0032500000000000003,4.324721e-12,3.95158e-12,0.03375,0.00275,-1.2260716e-14,-9.756803e-15
absorber_repair,0.034,0.0032500000000000003,4.6419964e-12,3.569147e-12,0.03425,0.00275,-1.3029563e-14,-8.705241e-15
absorber_repair,0.0345,0.0032500000000000003,4.9264624e-12,3.1616558e-12,0.03475,0.00275,-1.3706358e-14,-7.592502e-15
absorber_repair,0.035,0.0032500000000000003,5.1760944e-12,2.7320043e-12,0.035250000000000004,0.00275,-1.4286186e-14,-6.4265813e-15
absorber_repair,0.035500000000000004,0.0032500000000000003,5.3891345e-12,2.283212e-12,0.035750000000000004,0.00275,-1.4765045e-14,-5.2156456e-15
absorber_repair,0.036000000000000004,0.0032500000000000003,5.5640857e-12,1.818469e-12,0.036250000000000004,0.00275,-1.5139562e-14,-3.9682875e-15
absorber_repair,0.0365,0.0032500000000000003,5.6997337e-12,1.3410462e-12,0.03675,0.00275,-1.5407294e-14,-2.6932804e-15
absorber_repair,0.037,0.0032500000000000003,5.7951486e-12,8.5430626e-13,0.03725,0.00275,-1.5566096e-14,-1.3996393e-15
absorber_repair,0.0375,0.0032500000000000003,5.8496424e-12,3.617034e-13,0.03775,0.00275,-1.5615166e-14,-9.6510636e-17
absorber_repair,0.038,0.0032500000000000003,5.8628705e-12,-1.3329123e-13,0.03825,0.00275,-1.5553903e-14,1.2069216e-15
absorber_repair,0.0385,0.0032500000000000003,5.8347207e-12,-6.2718824e-13,0.03875,0.00275,-1.5383084e-14,2.5014683e-15
absorber_repair,0.039,0.0032500000000000003,5.765447e-12,-1.1165063e-12,0.03925,0.00275,-1.5103577e-14,3.7779728e-15
absorber_repair,0.0395,0.0032500000000000003,5.655504e-12,-1.5977964e-12,0.03975,0.00275,-1.4717821e-14,5.027482e-15
absorber_repair,0.04,0.0032500000000000003,5.50572e-12,-2.0676611e-12,0.04025,0.00275,-1.4228217e-14,6.2411645e-15
absorber_repair,0.0405,0.0032500000000000003,5.3171434e-12,-2.5227912e-12,0.04075,0.00275,-1.3638471e-14,7.410467e-15
absorber_repair,0.041,0.0032500000000000003,5.0911163e-12,-2.95998e-12,0.04125,0.00275,-1.2952598e-14,8.527145e-15
absorber_repair,0.0415,0.0032500000000000003,4.8292407e-12,-3.37616e-12,0.04175,0.00275,-1.21756e-14,9.583368e-15
absorber_repair,0.042,0.0032500000000000003,4.533409e-12,-3.7683858e-12,0.04225,0.00275,-1.1312854e-14,1.0571692e-14
absorber_repair,0.0425,0.0032500000000000003,4.2056575e-12,-4.1339176e-12,0.04275,0.00275,-1.0370664e-14,1.1485164e-14
absorber_repair,0.043000000000000003,0.0032500000000000003,3.848367e-12,-4.4701612e-12,0.043250000000000004,0.00275,-9.355467e-15,1.23173575e-14
absorber_repair,0.043500000000000004,0.0032500000000000003,3.4640134e-12,-4.774794e-12,0.043750000000000004,0.00275,-8.274627e-15,1.306244e-14
absorber_repair,0.044,0.0032500000000000003,3.055373e-12,-5.045642e-12,0.04425,0.00275,-7.1356664e-15,1.37151905e-14
absorber_repair,0.0445,0.0032500000000000003,2.6252826e-12,-5.2808053e-12,0.04475,0.00275,-5.946736e-15,1.4270972e-14
absorber_repair,0.045,0.0032500000000000003,2.1768234e-12,-5.4786544e-12,0.04525,0.00275,-4.7161316e-15,1.4726003e-14
absorber_repair,0.0455,0.0032500000000000003,1.7131109e-12,-5.637794e-12,0.04575,0.00275,-3.4526564e-15,1.5076976e-14
absorber_repair,0.046,0.0032500000000000003,1.2374868e-12,-5.757127e-12,0.04625,0.00275,-2.1651196e-15,1.5321527e-14
absorber_repair,0.0465,0.0032500000000000003,7.532437e-13,-5.835798e-12,0.04675,0.00275,-8.6271793e-16,1.545798e-14
absorber_repair,0.047,0.0032500000000000003,2.6385803e-13,-5.8732776e-12,0.04725,0.00275,4.4545526e-16,1.5485353e-14
absorber_repair,0.0475,0.0032500000000000003,-2.2728011e-13,-5.869342e-12,0.04775,0.00275,1.7500896e-15,1.5403482e-14
absorber_repair,0.048,0.0032500000000000003,-7.1664056e-13,-5.823958e-12,0.04825,0.00275,3.0420733e-15,1.5212976e-14
absorber_repair,0.0485,0.0032500000000000003,-1.2008371e-12,-5.7375454e-12,0.04875,0.00275,4.312187e-15,1.4915195e-14
absorber_repair,0.049,0.0032500000000000003,-1.6763922e-12,-5.6106877e-12,0.04925,0.00275,5.5516128e-15,1.4512432e-14
absorber_repair,0.0495,0.0032500000000000003,-2.1400264e-12,-5.444273e-12,0.04975,0.00275,6.751486e-15,1.4007393e-14
absorber_repair,0.05,0.0032500000000000003,-2.5884058e-12,-5.2394968e-12,0.05025,0.00275,7.903468e-15,1.3403615e-14
absorber_repair,0.0505,0.0032500000000000003,-3.0184282e-12,-4.997835e-12,0.05075,0.00275,8.999384e-15,1.2705538e-14
absorber_repair,0.051000000000000004,0.0032500000000000003,-3.4270174e-12,-4.720982e-12,0.051250000000000004,0.00275,1.0031532e-14,1.19179924e-14
absorber_repair,0.051500000000000004,0.0032500000000000003,-3.811363e-12,-4.410886e-12,0.051750000000000004,0.00275,1.0992594e-14,1.1046646e-14
absorber_repair,0.052000000000000005,0.0032500000000000003,-4.168675e-12,-4.069784e-12,0.052250000000000005,0.00275,1.1875959e-14,1.0097653e-14
absorber_repair,0.0525,0.0032500000000000003,-4.496524e-12,-3.7000515e-12,0.05275,0.00275,1.2675292e-14,9.077669e-15
absorber_repair,0.053,0.0032500000000000003,-4.792553e-12,-3.3043234e-12,0.05325,0.00275,1.3385015e-14,7.993937e-15
absorber_repair,0.0535,0.0032500000000000003,-5.0547387e-12,-2.8854042e-12,0.05375,0.00275,1.4000183e-14,6.8541707e-15
absorber_repair,0.054,0.0032500000000000003,-5.281173e-12,-2.4462396e-12,0.05425,0.00275,1.4516352e-14,5.6663417e-15
absorber_repair,0.0545,0.0032500000000000003,-5.4703186e-12,-1.98994e-12,0.05475,0.00275,1.4930113e-14,4.438848e-15
absorber_repair,0.055,0.0032500000000000003,-5.6208315e-12,-1.5197075e-12,0.05525,0.00275,1.5238482e-14,3.1804065e-15
absorber_repair,0.0555,0.0032500000000000003,-5.7316586e-12,-1.0388896e-12,0.05575,0.00275,1.543933e-14,1.899872e-15
absorber_repair,0.056,0.0032500000000000003,-5.802061e-12,-5.5086214e-13,0.05625,0.00275,1.553109e-14,6.062742e-16
absorber_repair,0.0565,0.0032500000000000003,-5.8315206e-12,-5.9078996e-14,0.05675,0.00275,1.5513442e-14,-6.9124855e-16
absorber_repair,0.057,0.0032500000000000003,-5.819868e-12,4.3299782e-13,0.05725,0.00275,1.5386304e-14,-1.9835724e-15
absorber_repair,0.0575,0.0032500000000000003,-5.7671654e-12,9.21899e-13,0.05775,0.00275,1.5150687e-14,-3.2615412e-15
absorber_repair,0.058,0.0032500000000000003,-5.673809e-12,1.404173e-12,0.05825,0.00275,1.4808382e-14,-4.5162048e-15
absorber_repair,0.0585,0.0032500000000000003,-5.5404613e-12,1.8764337e-12,0.058750000000000004,0.00275,1.4361698e-14,-5.738662e-15
absorber_repair,0.059000000000000004,0.0032500000000000003,-5.3681066e-12,2.3353442e-12,0.059250000000000004,0.00275,1.3813811e-14,-6.92035e-15
absorber_repair,0.059500000000000004,0.0032500000000000003,-5.1579474e-12,2.777677e-12,0.059750000000000004,0.00275,1.3168684e-14,-8.05291e-15
absorber_repair,0.06,0.0032500000000000003,-4.911469e-12,3.200315e-12,0.06025,0.00275,1.2430833e-14,-9.128399e-15
absorber_repair,0.0605,0.0032500000000000003,-4.6304228e-12,3.600285e-12,0.06075,0.00275,1.1605515e-14,-1.01392664e-14
absorber_repair,0.061,0.0032500000000000003,-4.316815e-12,3.9747546e-12,0.06125,0.00275,1.069855e-14,-1.10783295e-14
absorber_repair,0.0615,0.0032500000000000003,-3.9728333e-12,4.321141e-12,0.06175,0.00275,9.716398e-15,-1.1939055e-14
absorber_repair,0.062,0.0032500000000000003,-3.6009522e-12,4.6369644e-12,0.06225,0.00275,8.6659365e-15,-1.271539e-14
absorber_repair,0.0625,0.0032500000000000003,-3.2037454e-12,4.9200153e-12,0.06275,0.00275,7.554656e-15,-1.3401817e-14
absorber_repair,0.063,0.0032500000000000003,-2.7840904e-12,5.168335e-12,0.06325,0.00275,6.3903448e-15,-1.3993576e-14
absorber_repair,0.0635,0.0032500000000000003,-2.3448916e-12,5.380134e-12,0.06375,0.00275,5.181321e-15,-1.4486503e-14
absorber_repair,0.064,0.0032500000000000003,-1.8892889e-12,5.5539423e-12,0.06425,0.00275,3.9359868e-15,-1.487726e-14
absorber_repair,0.0645,0.0032500000000000003,-1.420465e-12,5.6885907e-12,0.06475,0.00275,2.6632575e-15,-1.51629e-14
absorber_repair,0.065,0.0032500000000000003,-9.417668e-13,5.783092e-12,0.06525,0.00275,1.372001e-15,-1.534155e-14
absorber_repair,0.0655,0.0032500000000000003,-4.565287e-13,5.836799e-12,0.06575,0.00275,7.144797e-17,-1.5412029e-14
absorber_repair,0.066,0.0032500000000000003,3.1781452e-14,5.84936e-12,0.06625,0.00275,-1.229349e-15,-1.5373785e-14
absorber_repair,0.0665,0.0032500000000000003,5.197676e-13,5.8206725e-12,0.06675,0.00275,-2.5211283e-15,-1.522715e-14
absorber_repair,0.067,0.0032500000000000003,1.0039462e-12,5.750979e-12,0.06725,0.00275,-3.794861e-15,-1.4973259e-14
absorber_repair,0.0675,0.0032500000000000003,1.4809488e-12,5.640741e-12,0.06775,0.00275,-5.0415037e-15,-1.4613699e-14
absorber_repair,0.068,0.0032500000000000003,1.9473665e-12,5.4907853e-12,0.06825,0.00275,-6.252323e-15,-1.4151283e-14
absorber_repair,0.0685,0.0032500000000000003,2.3999526e-12,5.3021858e-12,0.06875,0.00275,-7.418757e-15,-1.3589178e-14
absorber_repair,0.069,0.0032500000000000003,2.8355074e-12,5.07623e-12,0.06925,0.00275,-8.532651e-15,-1.29314055e-14
absorber_repair,0.0695,0.0032500000000000003,3.250973e-12,4.8145593e-12,0.06975,0.00275,-9.586081e-15,-1.218259e-14
absorber_repair,0.07,0.0032500000000000003,3.643403e-12,4.519025e-12,0.07025,0.00275,-1.0571708e-14,-1.1348049e-14
absorber_repair,0.07050000000000001,0.0032500000000000003,4.010066e-12,4.1917095e-12,0.07075000000000001,0.00275,-1.1482551e-14,-1.04337205e-14
absorber_repair,0.07100000000000001,0.0032500000000000003,4.3483667e-12,3.8349224e-12,0.07125000000000001,0.00275,-1.2312219e-14,-9.446012e-15
absorber_repair,0.07150000000000001,0.0032500000000000003,4.655932e-12,3.4512115e-12,0.07175000000000001,0.00275,-1.3054934e-14,-8.391937e-15
absorber_repair,0.07200000000000001,0.0032500000000000003,4.9306097e-12,3.0432538e-12,0.07225000000000001,0.00275,-1.37054446e-14,-7.278923e-15
absorber_repair,0.0725,0.0032500000000000003,5.170462e-12,2.6139603e-12,0.07275,0.00275,-1.4259097e-14,-6.114881e-15
absorber_repair,0.073,0.0032500000000000003,5.373795e-12,2.1663368e-12,0.07325,0.00275,-1.4712188e-14,-4.9079897e-15
absorber_repair,0.0735,0.0032500000000000003,5.5392197e-12,1.7035655e-12,0.07375,0.00275,-1.5061418e-14,-3.666738e-15
absorber_repair,0.074,0.0032500000000000003,5.6655696e-12,1.2289032e-12,0.07425,0.00275,-1.5304381e-14,-2.3999264e-15
absorber_repair,0.0745,0.0032500000000000003,5.7519133e-12,7.456968e-13,0.07475,0.00275,-1.5439429e-14,-1.1164726e-15
absorber_repair,0.075,0.0032500000000000003,5.7977286e-12,2.5734813e-13,0.07525,0.00275,-1.5465604e-14,1.7454985e-16
absorber_repair,0.0755,0.0032500000000000003,5.802658e-12,-2.3268665e-13,0.07575,0.00275,-1.5382732e-14,1.4640647e-15
absorber_repair,0.076,0.0032500000000000003,5.766684e-12,-7.20963e-13,0.07625,0.00275,-1.519143e-14,2.7429794e-15
absorber_repair,0.0765,0.0032500000000000003,5.690072e-12,-1.2040326e-12,0.07675,0.00275,-1.4893114e-14,4.002279e-15
absorber_repair,0.077,0.0032500000000000003,5.573378e-12,-1.6784952e-12,0.07725,0.00275,-1.4489847e-14,5.233077e-15
absorber_repair,0.0775,0.0032500000000000003,5.417429e-12,-2.1410193e-12,0.07775,0.00275,-1.3984541e-14,6.4267346e-15
absorber_repair,0.078,0.0032500000000000003,5.223321e-12,-2.588334e-12,0.07825,0.00275,-1.3380752e-14,7.574827e-15
absorber_repair,0.0785,0.0032500000000000003,4.9924544e-12,-3.0172928e-12,0.07875,0.00275,-1.2682827e-14,8.669257e-15
absorber_repair,0.079,0.0032500000000000003,4.7264597e-12,-3.4248821e-12,0.07925,0.00275,-1.18955986e-14,9.7023685e-15
absorber_repair,0.0795,0.0032500000000000003,4.427198e-12,-3.8082354e-12,0.07975,0.00275,-1.10246945e-14,1.0666892e-14
absorber_repair,0.08,0.0032500000000000003,4.096831e-12,-4.164655e-12,0.08025,0.00275,-1.0076277e-14,1.1555992e-14
absorber_repair,0.0805,0.0032500000000000003,3.7376512e-12,-4.491619e-12,0.08075,0.00275,-9.057069e-15,1.2363457e-14
absorber_repair,0.081,0.0032500000000000003,3.352205e-12,-4.7868562e-12,0.08125,0.00275,-7.9742265e-15,1.308362e-14
absorber_repair,0.0815,0.0032500000000000003,2.9432266e-12,-5.048302e-12,0.08175,0.00275,-6.8353877e-15,1.3711382e-14
absorber_repair,0.082,0.0032500000000000003,2.5136024e-12,-5.2740724e-12,0.08225,0.00275,-5.6486624e-15,1.4242391e-14
absorber_repair,0.0825,0.0032500000000000003,2.0663558e-12,-5.462619e-12,0.08275,0.00275,-4.42236e-15,1.4672896e-14
absorber_repair,0.083,0.0032500000000000003,1.6046616e-12,-5.6126345e-12,0.08325,0.00275,-3.1651434e-15,1.4999896e-14
absorber_repair,0.0835,0.0032500000000000003,1.1317543e-12,-5.72306e-12,0.08375,0.00275,-1.885908e-15,1.5221189e-14
absorber_repair,0.084,0.0032500000000000003,6.50978e-13,-5.7930995e-12,0.08425,0.00275,-5.9363446e-16,1.5335005e-14
absorber_repair,0.0845,0.0032500000000000003,1.6572536e-13,-5.8222875e-12,0.08475,0.00275,7.025267e-16,1.5340878e-14
absorber_repair,0.085,0.0032500000000000003,-3.2058384e-13,-5.8104645e-12,0.08525,0.00275,1.9934738e-15,1.5238667e-14
absorber_repair,0.0855,0.0032500000000000003,-8.0452377e-13,-5.7576314e-12,0.08575,0.00275,3.2700817e-15,1.502896e-14
absorber_repair,0.08600000000000001,0.0032500000000000003,-1.2826927e-12,-5.6642724e-12,0.08625000000000001,0.00275,4.5233965e-15,1.4713398e-14
absorber_repair,0.08650000000000001,0.0032500000000000003,-1.7517052e-12,-5.5310058e-12,0.08675000000000001,0.00275,5.7445258e-15,1.4294215e-14
absorber_repair,0.08700000000000001,0.0032500000000000003,-2.2082692e-12,-5.3587868e-12,0.08725000000000001,0.00275,6.9249547e-15,1.3774493e-14
absorber_repair,0.08750000000000001,0.0032500000000000003,-2.6491671e-12,-5.1488414e-12,0.08775000000000001,0.00275,8.0562684e-15,1.315772e-14
absorber_repair,0.088,0.0032500000000000003,-3.0713093e-12,-4.9026182e-12,0.08825,0.00275,9.1306035e-15,1.2448417e-14
absorber_repair,0.0885,0.0032500000000000003,-3.4717056e-12,-4.621921e-12,0.08875,0.00275,1.0140351e-14,1.16514625e-14
absorber_repair,0.089,0.0032500000000000003,-3.847548e-12,-4.308701e-12,0.08925,0.00275,1.10784456e-14,1.07726565e-14
absorber_repair,0.0895,0.0032500000000000003,-4.196202e-12,-3.965201e-12,0.08975,0.00275,1.1938212e-14,9.8180444e-15
absorber_repair,0.09,0.0032500000000000003,-4.515212e-12,-3.5938e-12,0.09025,0.00275,1.271373e-14,8.794509e-15
absorber_repair,0.0905,0.0032500000000000003,-4.8023157e-12,-3.1971656e-12,0.09075,0.00275,1.3399411e-14,7.709173e-15
absorber_repair,0.091,0.0032500000000000003,-5.0555398e-12,-2.7780818e-12,0.09125,0.00275,1.3990559e-14,6.5697802e-15
absorber_repair,0.0915,0.0032500000000000003,-5.2730667e-12,-2.3394938e-12,0.09175,0.00275,1.4482969e-14,5.38434e-15
absorber_repair,0.092,0.0032500000000000003,-5.4533947e-12,-1.8845119e-12,0.09225,0.00275,1.4873197e-14,4.1611904e-15
absorber_repair,0.0925,0.0032500000000000003,-5.595252e-12,-1.4163574e-12,0.09275,0.00275,1.5158595e-14,2.909008e-15
absorber_repair,0.093,0.0032500000000000003,-5.6976533e-12,-9.383067e-13,0.09325,0.00275,1.5337029e-14,1.6365772e-15
absorber_repair,0.0935,0.0032500000000000003,-5.7598947e-12,-4.53744e-13,0.09375,0.00275,1.5407385e-14,3.5289523e-16
absorber_repair,0.094,0.0032500000000000003,-5.781513e-12,3.39159e-14,0.09425,0.00275,1.5369142e-14,-9.33001e-16
absorber_repair,0.0945,0.0032500000000000003,-5.762412e-12,5.212444e-13,0.09475,0.00275,1.5222622e-14,-2.212056e-15
absorber_repair,0.095,0.0032500000000000003,-5.702705e-12,1.0047956e-12,0.09525,0.00275,1.496885e-14,-3.4752443e-15
absorber_repair,0.0955,0.0032500000000000003,-5.6028177e-12,1.4811701e-12,0.09575,0.00275,1.4609543e-14,-4.7136744e-15
absorber_repair,0.096,0.0032500000000000003,-5.4634643e-12,1.947011e-12,0.09625,0.00275,1.4147413e-14,-5.9186287e-15
absorber_repair,0.0965,0.0032500000000000003,-5.285679e-12,2.3990454e-12,0.09675,0.00275,1.358572e-14,-7.0816266e-15
absorber_repair,0.097,0.0032500000000000003,-5.070658e-12,2.834082e-12,0.09725,0.00275,1.2928372e-14,-8.1944805e-15
absorber_repair,0.0975,0.0032500000000000003,-4.819968e-12,3.2490562e-12,0.09775,0.00275,1.2180028e-14,-9.249327e-15
absorber_repair,0.098,0.0032500000000000003,-4.53536e-12,3.6410566e-12,0.09825,0.00275,1.1346038e-14,-1.0238792e-14
absorber_repair,0.0985,0.0032500000000000003,-4.2188605e-12,4.007342e-12,0.09875,0.00275,1.0432223e-14,-1.11559194e-14
absorber_repair,0.099,0.0032500000000000003,-3.872699e-12,4.3453028e-12,0.09925,0.00275,9.4450704e-15,-1.1994226e-14
absorber_repair,0.0995,0.0032500000000000003,-3.4993182e-12,4.652581e-12,0.09975,0.00275,8.3915546e-15,-1.2747855e-14
absorber_repair,0.1,0.0032500000000000003,-3.1013614e-12,4.9270254e-12,0.10025,0.00275,7.279133e-15,-1.341146e-14
absorber_repair,0.1005,0.0032500000000000003,-2.681632e-12,5.1667056e-12,0.10075,0.00275,6.1156304e-15,-1.3980431e-14
absorber_repair,0.101,0.0032500000000000003,-2.2430998e-12,5.3699324e-12,0.10125,0.00275,4.9092293e-15,-1.445085e-14
absorber_repair,0.1015,0.0032500000000000003,-1.7888382e-12,5.5352853e-12,0.10175000000000001,0.00275,3.668501e-15,-1.4819209e-14
absorber_repair,0.10200000000000001,0.0032500000000000003,-1.322079e-12,5.6615997e-12,0.10225000000000001,0.00275,2.4021336e-15,-1.508312e-14
absorber_repair,0.10250000000000001,0.0032500000000000003,-8.460903e-13,5.748001e-12,0.10275000000000001,0.00275,1.119096e-15,-1.5240703e-14
absorber_repair,0.10300000000000001,0.0032500000000000003,-3.6424298e-13,5.7938944e-12,0.10325000000000001,0.00275,-1.7159798e-16,-1.5290812e-14
absorber_repair,0.10350000000000001,0.0032500000000000003,1.2008557e-13,5.7989763e-12,0.10375000000000001,0.00275,-1.4608181e-15,-1.5233201e-14
absorber_repair,0.10400000000000001,0.0032500000000000003,6.0345874e-13,5.7631803e-12,0.10425000000000001,0.00275,-2.7395227e-15,-1.5068254e-14
absorber_repair,0.1045,0.0032500000000000003,1.082497e-12,5.6868043e-12,0.10475,0.00275,-3.998676e-15,-1.4797183e-14
absorber_repair,0.105,0.0032500000000000003,1.5538009e-12,5.5703675e-12,0.10525,0.00275,-5.229429e-15,-1.4421824e-14
absorber_repair,0.1055,0.0032500000000000003,2.014075e-12,5.4147333e-12,0.10575,0.00275,-6.4231e-15,-1.3944962e-14
absorber_repair,0.106,0.0032500000000000003,2.4600675e-12,5.22096e-12,0.10625,0.00275,-7.571306e-15,-1.3369934e-14
absorber_repair,0.1065,0.0032500000000000003,2.888643e-12,4.9904547e-12,0.10675,0.00275,-8.665918e-15,-1.2700758e-14
absorber_repair,0.107,0.0032500000000000003,3.2967917e-12,4.7248425e-12,0.10725,0.00275,-9.6993e-15,-1.1942247e-14
absorber_repair,0.1075,0.0032500000000000003,3.6816258e-12,4.425974e-12,0.10775,0.00275,-1.0664149e-14,-1.1099659e-14
absorber_repair,0.108,0.0032500000000000003,4.0404503e-12,4.0960026e-12,0.10825,0.00275,-1.1553661e-14,-1.0179056e-14
absorber_repair,0.1085,0.0032500000000000003,4.3707516e-12,3.737249e-12,0.10875,0.00275,-1.2361651e-14,-9.186877e-15
absorber_repair,0.109,0.0032500000000000003,4.6701813e-12,3.3522224e-12,0.10925,0.00275,-1.3082358e-14,-8.1301865e-15
absorber_repair,0.1095,0.0032500000000000003,4.936647e-12,2.9436553e-12,0.10975,0.00275,-1.3710827e-14,-7.016341e-15
absorber_repair,0.11,0.0032500000000000003,5.16832e-12,2.5144246e-12,0.11025,0.00275,-1.4242461e-14,-5.8532916e-15
absorber_repair,0.1105,0.0032500000000000003,5.3635043e-12,2.0675779e-12,0.11075,0.00275,-1.4673804e-14,-4.6491673e-15
absorber_repair,0.111,0.0032500000000000003,5.5209066e-12,1.6062436e-12,0.11125,0.00275,-1.5001535e-14,-3.4125198e-15
absorber_repair,0.1115,0.0032500000000000003,5.639353e-12,1.1336828e-12,0.11175,0.00275,-1.5223715e-14,-2.15202e-15
absorber_repair,0.112,0.0032500000000000003,5.7180836e-12,6.5322823e-13,0.11225,0.00275,-1.5338403e-14,-8.7659106e-16
absorber_repair,0.1125,0.0032500000000000003,5.756482e-12,1.6826253e-13,0.11275,0.00275,-1.5345181e-14,4.047953e-16
absorber_repair,0.113,0.0032500000000000003,5.7543566e-12,-3.1779868e-13,0.11325,0.00275,-1.5243725e-14,1.6831296e-15
absorber_repair,0.1135,0.0032500000000000003,5.7116937e-12,-8.01526e-13,0.11375,0.00275,-1.5034957e-14,2.9493992e-15
absorber_repair,0.114,0.0032500000000000003,5.6288043e-12,-1.2795127e-12,0.11425,0.00275,-1.4720308e-14,4.194665e-15
absorber_repair,0.1145,0.0032500000000000003,5.506249e-12,-1.7484038e-12,0.11475,0.00275,-1.430193e-14,5.4101748e-15
absorber_repair,0.115,0.0032500000000000003,5.344964e-12,-2.2048901e-12,0.11525,0.00275,-1.3782951e-14,6.587385e-15
absorber_repair,0.1155,0.0032500000000000003,5.146045e-12,-2.6457651e-12,0.11575,0.00275,-1.31669315e-14,7.717979e-15
absorber_repair,0.116,0.0032500000000000003,4.9109094e-12,-3.0679016e-12,0.11625,0.00275,-1.245827e-14,8.794019e-15
absorber_repair,0.1165,0.0032500000000000003,4.6412344e-12,-3.4683684e-12,0.11675,0.00275,-1.1661979e-14,9.807944e-15
absorber_repair,0.117,0.0032500000000000003,4.338906e-12,-3.8443185e-12,0.11725000000000001,0.00275,-1.07836645e-14,1.075264e-14
absorber_repair,0.11750000000000001,0.0032500000000000003,4.0061023e-12,-4.1931267e-12,0.11775000000000001,0.00275,-9.829524e-15,1.1621419e-14
absorber_repair,0.11800000000000001,0.0032500000000000003,3.6450972e-12,-4.5123306e-12,0.11825000000000001,0.00275,-8.806352e-15,1.2408171e-14
absorber_repair,0.11850000000000001,0.0032500000000000003,3.2585067e-12,-4.7996984e-12,0.11875000000000001,0.00275,-7.721233e-15,1.3107427e-14
absorber_repair,0.11900000000000001,0.0032500000000000003,2.8490272e-12,-5.053193e-12,0.11925000000000001,0.00275,-6.5819983e-15,1.3714235e-14
absorber_repair,0.11950000000000001,0.0032500000000000003,2.419565e-12,-5.2710514e-12,0.11975000000000001,0.00275,-5.396518e-15,1.4224375e-14
absorber_repair,0.12,0.0032500000000000003,1.9731198e-12,-5.451748e-12,0.12025,0.00275,-4.173286e-15,1.4634209e-14
absorber_repair,0.1205,0.0032500000000000003,1.5128818e-12,-5.5939997e-12,0.12075,0.00275,-2.9208055e-15,1.4940889e-14
absorber_repair,0.121,0.0032500000000000003,1.042043e-12,-5.6968367e-12,0.12125,0.00275,-1.6480187e-15,1.5142296e-14
absorber_repair,0.1215,0.0032500000000000003,5.639737e-13,-5.7595053e-12,0.12175,0.00275,-3.637915e-16,1.523712e-14
absorber_repair,0.122,0.0032500000000000003,8.199185e-14,-5.78163e-12,0.12225,0.00275,9.227439e-16,1.5224533e-14
absorber_repair,0.1225,0.0032500000000000003,-4.0045682e-13,-5.7629895e-12,0.12275,0.00275,2.2026022e-15,1.51047e-14
absorber_repair,0.123,0.0032500000000000003,-8.800219e-13,-5.7037747e-12,0.12325,0.00275,3.4667024e-15,1.4878596e-14
absorber_repair,0.1235,0.0032500000000000003,-1.3532886e-12,-5.6044067e-12,0.12375,0.00275,4.7061777e-15,1.4547674e-14
absorber_repair,0.124,0.0032500000000000003,-1.8169488e-12,-5.4655703e-12,0.12425,0.00275,5.9123065e-15,1.4114369e-14
absorber_repair,0.1245,0.0032500000000000003,-2.2677275e-12,-5.288254e-12,0.12475,0.00275,7.076575e-15,1.3581707e-14
absorber_repair,0.125,0.0032500000000000003,-2.702458e-12,-5.0737405e-12,0.12525,0.00275,8.190841e-15,1.2953512e-14
