        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 2.00000000e+00,        +2.258487218268e-11,        +2.090208887893e-11,        +0.000000000000e+00,        +0.000000000000e+00
