tag,theta_deg,refine,plane,frequency_Hz,native_s_params,diagnostic_magnitude,diagnostic_phase_deg,analytic_reported_angle_magnitude,analytic_reported_angle_phase_deg,analytic_normal_magnitude,analytic_normal_phase_deg,magnitude_error_db_at_angle,magnitude_error_db_at_normal,phase_error_deg_at_angle,phase_error_deg_at_normal
full_theta0_r1,0.0,1,ahead_plane,4000000000.0,None,0.634758710861206,66.19982147216797,0.5807025884298928,50.57076836071002,0.5807025884298928,50.57076836071002,0.7730981517894946,0.7730981517894946,15.629046305627007,15.629046305627007
full_theta0_r1,0.0,1,ahead_plane,4125000000.0,None,0.6576029062271118,59.11409378051758,0.5852876192998607,44.21437247270363,0.5852876192998607,44.21437247270363,1.0118877274134739,1.0118877274134739,14.899719164193868,14.899719164193868
full_theta0_r1,0.0,1,ahead_plane,4250000000.0,None,0.6746347546577454,51.71156311035156,0.5892305891148852,37.87200700043252,0.5892305891148852,37.87200700043252,1.1756685217023748,1.1756685217023748,13.83955636553068,13.83955636553068
full_theta0_r1,0.0,1,ahead_plane,4375000000.0,None,0.6856879591941833,44.2598876953125,0.592544599053349,31.54166131707984,0.592544599053349,31.54166131707984,1.2681095857497147,1.2681095857497147,12.718221245360935,12.718221245360935
full_theta0_r1,0.0,1,ahead_plane,4500000000.0,None,0.691296398639679,36.67433547973633,0.5952407889492943,25.221326393283537,0.5952407889492943,25.221326393283537,1.2994322151533013,1.2994322151533013,11.453006921687212,11.453006921687212
full_theta0_r1,0.0,1,ahead_plane,4625000000.0,None,0.6908155083656311,29.126604080200195,0.5973283062115685,18.908995625117637,0.5973283062115685,18.908995625117637,1.2629796608641528,1.2629796608641528,10.217606612677818,10.217606612677818
full_theta0_r1,0.0,1,ahead_plane,4750000000.0,None,0.6854771375656128,21.563024520874023,0.598814284027931,12.602665053323767,0.598814284027931,12.602665053323767,1.1740164626440506,1.1740164626440506,8.960356487722088,8.960356487722088
full_theta0_r1,0.0,1,ahead_plane,4875000000.0,None,0.6740167737007141,14.067959785461426,0.5997038266394055,6.3003331073450415,0.5997038266394055,6.3003331073450415,1.0146776914128124,1.0146776914128124,7.767625157727523,7.767625157727523
full_theta0_r1,0.0,1,ahead_plane,5000000000.0,None,0.6580380797386169,6.7127275466918945,0.5999999999999999,9.823393017948828e-15,0.5999999999999999,9.823393017948828e-15,0.8019955193732359,0.8019955193732359,6.712727479068024,6.712727479068024
full_theta0_r1,0.0,1,ahead_plane,5125000000.0,None,0.6363184452056885,-0.5145891904830933,0.5997038266394055,-6.300333107345021,0.5997038266394055,-6.300333107345021,0.5147538490025854,0.5147538490025854,5.7857439701448445,5.7857439701448445
full_theta0_r1,0.0,1,ahead_plane,5250000000.0,None,0.6105243563652039,-7.3112311363220215,0.598814284027931,-12.602665053323712,0.598814284027931,-12.602665053323712,0.16821686110056544,0.16821686110056544,5.291434242254483,5.291434242254483
full_theta0_r1,0.0,1,ahead_plane,5375000000.0,None,0.5811036229133606,-13.810324668884277,0.5973283062115686,-18.908995625117544,0.5973283062115686,-18.908995625117544,-0.23919025042691788,-0.23919025042691788,5.098670947225622,5.098670947225622
full_theta0_r1,0.0,1,ahead_plane,5500000000.0,None,0.5494592785835266,-19.393474578857422,0.5952407889492942,-25.221326393283487,0.5952407889492942,-25.221326393283487,-0.6951434406988657,-0.6951434406988657,5.8278519910980995,5.8278519910980995
full_theta0_r1,0.0,1,ahead_plane,5625000000.0,None,0.5200924277305603,-24.44186019897461,0.5925445990533488,-31.541661317079782,0.5925445990533488,-31.541661317079782,-1.1328102646096343,-1.1328102646096343,7.09980364341122,7.09980364341122
full_theta0_r1,0.0,1,ahead_plane,5750000000.0,None,0.49291226267814636,-28.160280227661133,0.5892305891148854,-37.87200700043246,0.5892305891148854,-37.87200700043246,-1.550313237948796,-1.550313237948796,9.711727184075947,9.711727184075947
full_theta0_r1,0.0,1,ahead_plane,5875000000.0,None,0.477372944355011,-31.59317398071289,0.5852876192998607,-44.21437247270354,0.5852876192998607,-44.21437247270354,-1.7702307250896103,-1.7702307250896103,12.621199103139697,12.621199103139697
full_theta0_r1,0.0,1,ahead_plane,6000000000.0,None,0.466803640127182,-34.19990921020508,0.5807025884298929,-50.57076836070993,0.5807025884298929,-50.57076836070993,-1.8963905571729551,-1.8963905571729551,16.37086410996511,16.37086410996511
full_theta15_r1,15.0,1,source_plane,4000000000.0,None,0.5961543917655945,-4.060192584991455,0.5959416389228736,-13.794960793709617,0.5807025884298926,-21.429231639289984,0.00310033367129164,0.22809971615359417,9.734768430077485,17.369039275657848
full_theta15_r1,15.0,1,source_plane,4125000000.0,None,0.6155462861061096,-14.272748947143555,0.6006555719920185,-22.134114863760722,0.5852876192998608,-30.035627527296356,0.21270410345124796,0.43782755687666425,7.861367210155067,15.762879873690702
full_theta15_r1,15.0,1,source_plane,4250000000.0,None,0.630634069442749,-24.750368118286133,0.6047327535550588,-30.45831415130704,0.5892305891148852,-38.62799299956749,0.36427875805248505,0.5898428969340787,5.707951187902673,13.877630036163122
full_theta15_r1,15.0,1,source_plane,4375000000.0,None,0.6396695375442505,-35.469932556152344,0.6081876208035847,-38.7696134552147,0.592544599053349,-47.20833868292012,0.4383618599443261,0.664692504140723,3.2996781321883755,11.738403359893793
full_theta15_r1,15.0,1,source_plane,4500000000.0,None,0.6448599696159363,-46.17912292480469,0.6110325354468963,-47.07006157163058,0.5952407889492943,-55.77867360671647,0.46802165758261294,0.6954546966128548,0.8909395309893691,9.599551566075249
full_theta15_r1,15.0,1,source_plane,4625000000.0,None,0.6446477174758911,-57.07780456542969,0.613277762137053,-55.36170103058422,0.5973283062115685,-64.34100437488237,0.433304642380261,0.6621870737655295,-1.7160984663589682,7.263204877939186
full_theta15_r1,15.0,1,source_plane,4750000000.0,None,0.6407641172409058,-67.74799346923828,0.6149314547344537,-63.64656847158988,0.5988142840279309,-72.89733494667621,0.35742949624643683,0.5881206379229794,-4.101422004468361,5.1493444706179625
full_theta15_r1,15.0,1,source_plane,4875000000.0,None,0.632619321346283,-78.60682678222656,0.615999648028942,-71.92669552258435,0.5997038266394056,-81.44966689265497,0.2312397582050194,0.4641126379646743,-6.6801244070771055,2.842846962993523
