tag,theta_deg,refine,plane,frequency_Hz,native_s_params,diagnostic_magnitude,diagnostic_phase_deg,analytic_reported_angle_magnitude,analytic_reported_angle_phase_deg,analytic_normal_magnitude,analytic_normal_phase_deg,magnitude_error_db_at_angle,magnitude_error_db_at_normal,phase_error_deg_at_angle,phase_error_deg_at_normal
full_theta15_r1,15.0,1,source_plane,5000000000.0,None,0.6200052499771118,-88.99827575683594,0.61648625308113,-80.2041100562959,0.5999999999999999,-89.99999999999999,0.04943940354066859,0.28488233153209314,-8.794157621613522,1.0017323220905678
full_theta15_r1,15.0,1,source_plane,5125000000.0,None,0.6050345301628113,-99.52587127685547,0.616393054860045,-88.48083770582586,0.5997038266394056,-98.55033310734501,-0.16155151117941163,0.07686682243741341,-11.045029883833246,-0.9755344823140968
full_theta15_r1,15.0,1,source_plane,5250000000.0,None,0.5839832425117493,-109.27239990234375,0.6157197113349426,-96.75890352669379,0.598814284027931,-107.10266505332372,-0.4596534389997614,-0.21783532493101163,-12.513491776353913,-2.169730249723994
full_theta15_r1,15.0,1,source_plane,5375000000.0,None,0.564265251159668,-118.93435668945312,0.6144637536411189,-105.04033369575552,0.5973283062115684,-115.65899562511754,-0.740259267609966,-0.49459578844249535,-13.894020602447343,-3.2753586730853343
full_theta15_r1,15.0,1,source_plane,5500000000.0,None,0.5373415350914001,-127.4241714477539,0.6126205873923625,-113.32715713820573,0.5952407889492942,-124.22132639328346,-1.138823513759145,-0.8888454390084373,-14.09701626170441,-3.2028470066266865
full_theta15_r1,15.0,1,source_plane,5625000000.0,None,0.5189924240112305,-135.40664672851562,0.6101834956672685,-121.62140697231438,0.5925445990533489,-132.79166131707973,-1.405988766414352,-1.1512005134151455,-13.785227834543496,-2.6149734897781416
full_theta15_r1,15.0,1,source_plane,5750000000.0,None,0.4945991337299347,-142.03790283203125,0.6071436446638488,-129.92512165763793,0.5892305891148854,-141.37200700043243,-1.7807620395838983,-1.520638663874817,-12.11276861533973,-0.6658832725452225
full_theta15_r1,15.0,1,source_plane,5875000000.0,None,0.48988083004951477,-147.94644165039062,0.6034900935071132,-138.24034572625024,0.5852876192998607,-149.96437247270353,-1.8115940073209686,-1.5455778492376901,-9.706082036371162,2.0179447100821273
full_theta15_r1,15.0,1,source_plane,6000000000.0,None,0.47996920347213745,-153.37442016601562,0.5992098102171673,-146.56912996816862,0.5807025884298928,-158.5707683607099,-1.9273108518340414,-1.6548077894507567,-6.805280705926287,5.196357686614987
full_theta15_r1,15.0,1,ahead_plane,4000000000.0,None,0.6307327151298523,68.22620391845703,0.5959416389228734,55.75169869910331,0.5807025884298928,50.57076836071002,0.49283253539267613,0.7178319178749739,12.474504102896026,17.655434441289312
full_theta15_r1,15.0,1,ahead_plane,4125000000.0,None,0.6526633501052856,60.99134826660156,0.6006555719920185,49.58587773820259,0.5852876192998607,44.21437247270363,0.7212743136339078,0.9463977670593269,11.405467778069228,16.776973043568187
full_theta15_r1,15.0,1,ahead_plane,4250000000.0,None,0.6688521504402161,53.415157318115234,0.6047327535550588,43.43501155980666,0.5892305891148852,37.87200700043252,0.8753327240355211,1.1008968629171134,9.980141289545665,15.543145848919814
full_theta15_r1,15.0,1,ahead_plane,4375000000.0,None,0.6791403293609619,45.768497467041016,0.6081876208035847,37.29704536504943,0.592544599053349,31.54166131707984,0.9584388951762319,1.1847695393726279,8.47144990818305,14.226833956152632
full_theta15_r1,15.0,1,ahead_plane,4500000000.0,None,0.6840300559997559,37.963863372802734,0.6110325354468962,31.169930357783915,0.5952407889492943,25.221326393283537,0.9802169853597709,1.2076500243900112,6.793934369874851,12.742538334375231
full_theta15_r1,15.0,1,ahead_plane,4625000000.0,None,0.6828581690788269,30.17939567565918,0.6132777621370531,25.051624007980696,0.5973283062115685,18.908995625117637,0.9334658421307183,1.162348273515987,5.12777147924473,11.270399862107787
full_theta15_r1,15.0,1,ahead_plane,4750000000.0,None,0.6768606901168823,22.361248016357422,0.6149314547344538,18.940089676125474,0.598814284027931,12.602665053323767,0.8334516786688456,1.0641428203453867,3.4211568678978383,9.758581490699546
full_theta15_r1,15.0,1,ahead_plane,4875000000.0,None,0.6647480130195618,14.599814414978027,0.6159996480289421,12.833295734281382,0.5997038266394055,6.3003331073450415,0.6615316770217005,0.894404556781358,1.766516829329058,8.299479456265399
