file,line,symbol,category,lane,scope,source,note
rfx/adi.py,272,_apply_pec_2d,APPLY,adi,adi_step_2d,"ez_half = _apply_pec_2d(ez_half, ez_pec_mask)",
rfx/adi.py,327,_apply_pec_2d,APPLY,adi,adi_step_2d,"ez_new = _apply_pec_2d(ez_new, ez_pec_mask)",
rfx/adi.py,859,_apply_pec_3d,APPLY,adi,adi_step_3d,"rhs_ex, rhs_ey, rhs_ez = _apply_pec_3d(rhs_ex, rhs_ey, rhs_ez, pec_edge_masks)",
rfx/adi.py,864,_apply_pec_3d,APPLY,adi,adi_step_3d,"ex1, ey1, ez1 = _apply_pec_3d(ex1, ey1, ez1, pec_edge_masks)",
rfx/adi.py,881,_apply_pec_3d,APPLY,adi,adi_step_3d,"rhs_ex, rhs_ey, rhs_ez = _apply_pec_3d(rhs_ex, rhs_ey, rhs_ez, pec_edge_masks)",
rfx/adi.py,886,_apply_pec_3d,APPLY,adi,adi_step_3d,"ex2, ey2, ez2 = _apply_pec_3d(ex2, ey2, ez2, pec_edge_masks)",
rfx/amr.py,142,axis_pads,DECIDE,other,suggest_refinement_regions,"pad_x, pad_y, pad_z = grid.axis_pads",
rfx/amr.py,142,pad_x,DERIVE,other,suggest_refinement_regions,"pad_x, pad_y, pad_z = grid.axis_pads",
rfx/amr.py,142,pad_y,DERIVE,other,suggest_refinement_regions,"pad_x, pad_y, pad_z = grid.axis_pads",
rfx/amr.py,142,pad_z,DERIVE,other,suggest_refinement_regions,"pad_x, pad_y, pad_z = grid.axis_pads",
rfx/amr.py,144,pad_x,DECIDE,other,suggest_refinement_regions,"float((lo[0] - pad_x) * dx),",
rfx/amr.py,145,pad_y,DECIDE,other,suggest_refinement_regions,"float((lo[1] - pad_y) * dx),",
rfx/amr.py,146,pad_z,DECIDE,other,suggest_refinement_regions,"float((lo[2] - pad_z) * dx),",
rfx/amr.py,149,pad_x,DECIDE,other,suggest_refinement_regions,"float((hi[0] - pad_x) * dx),",
rfx/amr.py,150,pad_y,DECIDE,other,suggest_refinement_regions,"float((hi[1] - pad_y) * dx),",
rfx/amr.py,151,pad_z,DECIDE,other,suggest_refinement_regions,"float((hi[2] - pad_z) * dx),",
rfx/api/__init__.py,409,pec_faces,DECLARE,other,__init__,"pec_faces: set[str] | list[str] | None = None,",
rfx/api/__init__.py,433,pec_faces,DECLARE,other,__init__,if pec_faces is not None:,
rfx/api/__init__.py,567,_pec_faces,DECLARE,other,__init__,self._pec_faces = spec.pec_faces(),
rfx/api/__init__.py,567,pec_faces,DECLARE,other,__init__,self._pec_faces = spec.pec_faces(),
rfx/api/__init__.py,568,absorber_type,DECLARE,other,__init__,legacy_boundary = spec.absorber_type,
rfx/api/__init__.py,574,pec_faces,DECLARE,other,__init__,if pec_faces is not None:,
rfx/api/__init__.py,584,_pec_faces,DECLARE,other,__init__,self._pec_faces = set(pec_faces) if pec_faces else set(),
rfx/api/__init__.py,584,pec_faces,DECLARE,other,__init__,self._pec_faces = set(pec_faces) if pec_faces else set(),
rfx/api/__init__.py,585,_pec_faces,DECLARE,other,__init__,if self._pec_faces - _valid_faces:,
rfx/api/__init__.py,588,_pec_faces,DECLARE,other,__init__,"f""got invalid: {self._pec_faces - _valid_faces}"")",
rfx/api/__init__.py,595,_pec_faces,DECLARE,other,__init__,"if not _explicit_spec and boundary == ""pec"" and self._pec_faces:",
rfx/api/__init__.py,605,_boundary,DECLARE,other,__init__,self._boundary = boundary,
rfx/api/__init__.py,606,_cpml_layers,DECLARE,other,__init__,"self._cpml_layers = cpml_layers if boundary in (""cpml"", ""upml"") else 0",
rfx/api/__init__.py,625,_boundary,DECLARE,other,__init__,"if self._boundary == ""upml"":",
rfx/api/__init__.py,627,_boundary,DECLARE,other,__init__,"if self._boundary not in (""pec"", ""cpml""):",
rfx/api/__init__.py,690,_periodic_axes,DECLARE,other,__init__,"self._periodic_axes: str = """"",
rfx/api/__init__.py,701,_boundary_spec,DECLARE,other,__init__,self._boundary_spec = spec,
rfx/api/__init__.py,702,_periodic_axes,DECLARE,other,__init__,self._periodic_axes = spec.periodic_axes(),
rfx/api/__init__.py,704,_boundary_spec,DECLARE,other,__init__,self._boundary_spec = self._build_spec_from_legacy(),
rfx/api/__init__.py,716,_cpml_layers,DECLARE,other,__init__,"if self._solver == ""adi"" and self._cpml_layers > 0:",
rfx/api/__init__.py,719,_boundary_spec,PASS,other,__init__,"getattr(getattr(self._boundary_spec, ax), side)",
rfx/api/__init__.py,724,_boundary_spec,PASS,other,__init__,"getattr(self._boundary_spec, ax), f""{side}_thickness"")",
rfx/api/__init__.py,839,_boundary,DECIDE,other,add_refinement,"if self._boundary in (""cpml"", ""upml"") and self._cpml_layers > 0:",
rfx/api/__init__.py,839,_cpml_layers,DECIDE,other,add_refinement,"if self._boundary in (""cpml"", ""upml"") and self._cpml_layers > 0:",
rfx/api/__init__.py,841,_boundary,DECIDE,other,add_refinement,z_lo_kind = self._boundary_spec.z.lo if self._boundary_spec else self._boundary,
rfx/api/__init__.py,841,_boundary_spec,DECIDE,other,add_refinement,z_lo_kind = self._boundary_spec.z.lo if self._boundary_spec else self._boundary,
rfx/api/__init__.py,842,_boundary,DECIDE,other,add_refinement,z_hi_kind = self._boundary_spec.z.hi if self._boundary_spec else self._boundary,
rfx/api/__init__.py,842,_boundary_spec,DECIDE,other,add_refinement,z_hi_kind = self._boundary_spec.z.hi if self._boundary_spec else self._boundary,
rfx/api/__init__.py,1090,_boundary,PASS,other,add_source,"f""{legacy_kind_description(_is_nu, self._boundary)}. """,
rfx/api/__init__.py,2260,_boundary,DECIDE,other,add_tfsf_source,"if self._boundary != ""cpml"":",
rfx/api/__init__.py,2262,_cpml_layers,DECIDE,other,add_tfsf_source,if self._cpml_layers <= 0:,
rfx/api/__init__.py,2268,_periodic_axes,DECIDE,other,add_tfsf_source,if self._periodic_axes:,
rfx/api/__init__.py,2296,bloch,DECIDE,other,add_tfsf_source,"if method not in (""bloch"", ""methodB""):",
rfx/api/__init__.py,2398,_boundary,DECIDE,other,add_waveguide_port,"if self._boundary != ""cpml"":",
rfx/api/__init__.py,2400,_cpml_layers,DECIDE,other,add_waveguide_port,if self._cpml_layers <= 0:,
rfx/api/__init__.py,2404,_periodic_axes,DECIDE,other,add_waveguide_port,if self._periodic_axes:,
rfx/api/__init__.py,2504,axis_pads,DECIDE,other,add_waveguide_port,axis_pad = grid.axis_pads[axis_idx],
rfx/api/__init__.py,2592,_boundary,DECIDE,other,_build_spec_from_legacy,default = self._boundary  # 'cpml' | 'upml' | 'pec',
rfx/api/__init__.py,2595,_periodic_axes,DECIDE,other,_build_spec_from_legacy,if axis_name in self._periodic_axes:,
rfx/api/__init__.py,2598,_pec_faces,DECIDE,other,_build_spec_from_legacy,"lo_tok = ""pec"" if f""{axis_name}_lo"" in self._pec_faces else default",
rfx/api/__init__.py,2599,_pec_faces,DECIDE,other,_build_spec_from_legacy,"hi_tok = ""pec"" if f""{axis_name}_hi"" in self._pec_faces else default",
rfx/api/__init__.py,2633,_periodic_axes,DERIVE,other,set_periodic_axes,self._periodic_axes = normalized,
rfx/api/__init__.py,2636,_boundary_spec,DERIVE,other,set_periodic_axes,self._boundary_spec = self._build_spec_from_legacy(),
rfx/api/__init__.py,2722,_periodic_axes,DECIDE,floquet,add_floquet_port,if not self._periodic_axes:,
rfx/api/__init__.py,2723,_periodic_axes,DERIVE,floquet,add_floquet_port,self._periodic_axes = transverse,
rfx/api/__init__.py,2726,_periodic_axes,DECIDE,floquet,add_floquet_port,if a not in self._periodic_axes:,
rfx/api/__init__.py,2729,_periodic_axes,DECIDE,floquet,add_floquet_port,"f""but periodic_axes={self._periodic_axes!r}""",
rfx/api/__init__.py,2987,_cpml_layers,PASS,other,_nx,return len(prof) + 1 + 2 * self._cpml_layers,
rfx/api/__init__.py,2988,_cpml_layers,PASS,other,_nx,return int(math.ceil(extent / dx)) + 1 + 2 * self._cpml_layers,
rfx/api/__init__.py,3002,_cpml_layers,DECIDE,other,_ad_memory_static_accounting,if self._cpml_layers > 0,
rfx/api/__init__.py,4232,_cpml_layers,DECIDE,other,mesh_intelligence_report,int(math.ceil(extent / min_cell_size)) + 1 + 2 * self._cpml_layers,
rfx/api/__init__.py,4327,_boundary,PASS,other,_mesh_planner_state,"""boundary"": str(self._boundary),",
rfx/api/__init__.py,4328,_cpml_layers,PASS,other,_mesh_planner_state,"""cpml_layers"": int(self._cpml_layers),",
rfx/api/__init__.py,4329,_pec_faces,PASS,other,_mesh_planner_state,"""pec_faces"": tuple(sorted(getattr(self, ""_pec_faces"", set()))),",
rfx/api/__init__.py,4329,pec_faces,PASS,other,_mesh_planner_state,"""pec_faces"": tuple(sorted(getattr(self, ""_pec_faces"", set()))),",
rfx/api/__init__.py,4362,_boundary,PASS,other,__repr__,"f""  boundary={self._boundary!r},\n""",
rfx/api/__init__.py,4370,_periodic_axes,PASS,other,__repr__,"f""  periodic_axes={self._periodic_axes!r},\n""",
rfx/api/_compile.py,66,_periodic_flags,DECLARE,floquet,<module>,"def _periodic_flags(self) -> tuple[bool, bool, bool]:",
rfx/api/_compile.py,75,_periodic_axes,DECIDE,floquet,_periodic_flags,if self._periodic_axes:,
rfx/api/_compile.py,76,_periodic_axes,DECIDE,floquet,_periodic_flags,"return tuple(axis in self._periodic_axes for axis in ""xyz"")",
rfx/api/_compile.py,98,_periodic_axes,DECIDE,waveguide-lane,_filter_periodic,if not self._periodic_axes:,
rfx/api/_compile.py,100,_periodic_axes,DECIDE,waveguide-lane,_filter_periodic,"return """".join(ax for ax in axes if ax not in self._periodic_axes)",
rfx/api/_compile.py,102,face_layers,DERIVE,waveguide-lane,_build_grid,face_layers = self._resolve_face_layers(),
rfx/api/_compile.py,105,cpml_axes,DERIVE,waveguide-lane,_build_grid,cpml_axes = _filter_periodic(,
rfx/api/_compile.py,112,_cpml_layers,PASS,waveguide-lane,_build_grid,"cpml_layers=self._cpml_layers,",
rfx/api/_compile.py,113,cpml_axes,PASS,waveguide-lane,_build_grid,"cpml_axes=cpml_axes,",
rfx/api/_compile.py,116,_pec_faces,PASS,waveguide-lane,_build_grid,"pec_faces=self._pec_faces,",
rfx/api/_compile.py,116,pec_faces,PASS,waveguide-lane,_build_grid,"pec_faces=self._pec_faces,",
rfx/api/_compile.py,117,_boundary_spec,PASS,waveguide-lane,_build_grid,"pmc_faces=self._boundary_spec.pmc_faces(),",
rfx/api/_compile.py,117,pmc_faces,PASS,waveguide-lane,_build_grid,"pmc_faces=self._boundary_spec.pmc_faces(),",
rfx/api/_compile.py,118,face_layers,PASS,waveguide-lane,_build_grid,"face_layers=face_layers,",
rfx/api/_compile.py,119,_boundary_spec,PASS,waveguide-lane,_build_grid,"conformal_faces=self._boundary_spec.conformal_faces(),",
rfx/api/_compile.py,119,conformal_faces,PASS,waveguide-lane,_build_grid,"conformal_faces=self._boundary_spec.conformal_faces(),",
rfx/api/_compile.py,125,_cpml_layers,PASS,waveguide-lane,_build_grid,"cpml_layers=self._cpml_layers,",
rfx/api/_compile.py,126,cpml_axes,PASS,waveguide-lane,_build_grid,"cpml_axes=_filter_periodic(""xyz""),",
rfx/api/_compile.py,129,_pec_faces,PASS,other,_build_grid,"pec_faces=self._pec_faces,",
rfx/api/_compile.py,129,pec_faces,PASS,other,_build_grid,"pec_faces=self._pec_faces,",
rfx/api/_compile.py,130,_boundary_spec,PASS,other,_build_grid,"pmc_faces=self._boundary_spec.pmc_faces(),",
rfx/api/_compile.py,130,pmc_faces,PASS,other,_build_grid,"pmc_faces=self._boundary_spec.pmc_faces(),",
rfx/api/_compile.py,131,face_layers,PASS,other,_build_grid,"face_layers=face_layers,",
rfx/api/_compile.py,132,_boundary_spec,PASS,other,_build_grid,"conformal_faces=self._boundary_spec.conformal_faces(),",
rfx/api/_compile.py,132,conformal_faces,PASS,other,_build_grid,"conformal_faces=self._boundary_spec.conformal_faces(),",
rfx/api/_compile.py,141,_cpml_layers,DECIDE,other,_resolve_face_layers,n_default = self._cpml_layers,
rfx/api/_compile.py,143,_boundary_spec,DECIDE,other,_resolve_face_layers,"for axis_name, boundary in ((""x"", self._boundary_spec.x),",
rfx/api/_compile.py,144,_boundary_spec,DECIDE,other,_resolve_face_layers,"(""y"", self._boundary_spec.y),",
rfx/api/_compile.py,145,_boundary_spec,DECIDE,other,_resolve_face_layers,"(""z"", self._boundary_spec.z)):",
rfx/api/_compile.py,291,_boundary,DECIDE,other,_assemble_materials,"and self._boundary in (""cpml"", ""upml"")",
rfx/api/_compile.py,292,_cpml_layers,DECIDE,other,_assemble_materials,and self._cpml_layers > 0),
rfx/api/_compile.py,394,_boundary,DECIDE,other,_assemble_materials,"and self._boundary in (""cpml"", ""upml"")",
rfx/api/_compile.py,395,_cpml_layers,DECIDE,other,_assemble_materials,and self._cpml_layers > 0):,
rfx/api/_compile.py,401,pad_x_hi,DECIDE,other,_assemble_materials,"plx, phx = grid.pad_x_lo, grid.pad_x_hi",
rfx/api/_compile.py,401,pad_x_lo,DECIDE,other,_assemble_materials,"plx, phx = grid.pad_x_lo, grid.pad_x_hi",
rfx/api/_compile.py,402,pad_y_hi,DECIDE,other,_assemble_materials,"ply, phy = grid.pad_y_lo, grid.pad_y_hi",
rfx/api/_compile.py,402,pad_y_lo,DECIDE,other,_assemble_materials,"ply, phy = grid.pad_y_lo, grid.pad_y_hi",
rfx/api/_compile.py,403,pad_z_hi,DECIDE,other,_assemble_materials,"plz, phz = grid.pad_z_lo, grid.pad_z_hi",
rfx/api/_compile.py,403,pad_z_lo,DECIDE,other,_assemble_materials,"plz, phz = grid.pad_z_lo, grid.pad_z_hi",
rfx/api/_compile.py,453,_boundary_spec,DERIVE,other,_assemble_materials,conformal_faces = self._boundary_spec.conformal_faces(),
rfx/api/_compile.py,453,conformal_faces,DERIVE,other,_assemble_materials,conformal_faces = self._boundary_spec.conformal_faces(),
rfx/api/_compile.py,454,conformal_faces,DECIDE,other,_assemble_materials,if conformal_faces:,
rfx/api/_compile.py,458,conformal_faces,DECIDE,other,_assemble_materials,for face in conformal_faces:,
rfx/api/_compile.py,535,_periodic_flags,DECIDE,other,_assemble_materials,"_rvs(_pec_sheets, lane=""uniform"", periodic=self._periodic_flags())",
rfx/api/_compile.py,535,periodic,PASS,other,_assemble_materials,"_rvs(_pec_sheets, lane=""uniform"", periodic=self._periodic_flags())",
rfx/api/_compile.py,772,axis_pads,DECIDE,other,_build_waveguide_port_config,snapped_source_plane = (x_index - grid.axis_pads[axis_idx]) * grid.dx,
rfx/api/_compile.py,793,axis_pads,DECIDE,other,_build_waveguide_port_config,"u_slice, a_span = self._range_to_slice(entry.y_range, self._domain[1], grid.dx, grid.ny, grid.axis_pads[1])",
rfx/api/_compile.py,794,axis_pads,DECIDE,other,_build_waveguide_port_config,"v_slice, b_span = self._range_to_slice(entry.z_range, self._domain[2], grid.dx, grid.nz, grid.axis_pads[2])",
rfx/api/_compile.py,796,axis_pads,DECIDE,other,_build_waveguide_port_config,"u_slice, a_span = self._range_to_slice(entry.x_range, self._domain[0], grid.dx, grid.nx, grid.axis_pads[0])",
rfx/api/_compile.py,797,axis_pads,DECIDE,other,_build_waveguide_port_config,"v_slice, b_span = self._range_to_slice(entry.z_range, self._domain[2], grid.dx, grid.nz, grid.axis_pads[2])",
rfx/api/_compile.py,799,axis_pads,DECIDE,other,_build_waveguide_port_config,"u_slice, a_span = self._range_to_slice(entry.x_range, self._domain[0], grid.dx, grid.nx, grid.axis_pads[0])",
rfx/api/_compile.py,800,axis_pads,DECIDE,other,_build_waveguide_port_config,"v_slice, b_span = self._range_to_slice(entry.y_range, self._domain[1], grid.dx, grid.ny, grid.axis_pads[1])",
rfx/api/_compile.py,859,_cpml_layers,PASS,other,_build_nonuniform_grid,"self._freq_max, self._domain, self._dx, self._cpml_layers,",
rfx/api/_compile.py,863,_boundary_spec,DECIDE,other,_build_nonuniform_grid,pec_faces=self._boundary_spec.pec_faces(),
rfx/api/_compile.py,863,pec_faces,PASS,other,_build_nonuniform_grid,pec_faces=self._boundary_spec.pec_faces(),
rfx/api/_compile.py,864,_boundary_spec,DECIDE,other,_build_nonuniform_grid,"if self._boundary_spec is not None else None,",
rfx/api/_compile.py,865,_boundary_spec,DECIDE,other,_build_nonuniform_grid,pmc_faces=self._boundary_spec.pmc_faces(),
rfx/api/_compile.py,865,pmc_faces,PASS,other,_build_nonuniform_grid,pmc_faces=self._boundary_spec.pmc_faces(),
rfx/api/_compile.py,866,_boundary_spec,DECIDE,other,_build_nonuniform_grid,"if self._boundary_spec is not None else None,",
rfx/api/_compile.py,867,cpml_axes,PASS,other,_build_nonuniform_grid,"cpml_axes="""".join(",
rfx/api/_compile.py,869,_periodic_axes,DECIDE,other,_build_nonuniform_grid,"if ax not in (self._periodic_axes or """")",
rfx/api/_execute.py,243,pad_x_lo,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_lo = (grid.pad_x_lo, grid.pad_y_lo, grid.pad_z_lo)[line_axis]",
rfx/api/_execute.py,243,pad_y_lo,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_lo = (grid.pad_x_lo, grid.pad_y_lo, grid.pad_z_lo)[line_axis]",
rfx/api/_execute.py,243,pad_z_lo,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_lo = (grid.pad_x_lo, grid.pad_y_lo, grid.pad_z_lo)[line_axis]",
rfx/api/_execute.py,244,pad_x_hi,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_hi = (grid.pad_x_hi, grid.pad_y_hi, grid.pad_z_hi)[line_axis]",
rfx/api/_execute.py,244,pad_y_hi,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_hi = (grid.pad_x_hi, grid.pad_y_hi, grid.pad_z_hi)[line_axis]",
rfx/api/_execute.py,244,pad_z_hi,DERIVE,other,_refplane_reject_planes_off_the_uniform_line,"pad_hi = (grid.pad_x_hi, grid.pad_y_hi, grid.pad_z_hi)[line_axis]",
rfx/api/_execute.py,373,_boundary_spec,PASS,other,_check_stencil_order_supported,"_spec = getattr(self, ""_boundary_spec"", None)",
rfx/api/_execute.py,375,absorber_type,DECIDE,other,_check_stencil_order_supported,_absorber = _spec.absorber_type  # @property → 'cpml'/'upml'/None,
rfx/api/_execute.py,376,_boundary,DECIDE,other,_check_stencil_order_supported,"if _absorber in (""cpml"", ""upml"") or self._boundary in (""cpml"", ""upml""):",
rfx/api/_execute.py,378,_boundary,DECIDE,other,_check_stencil_order_supported,"f""boundary='{_absorber or self._boundary}'""",
rfx/api/_execute.py,533,_boundary_spec,DECIDE,other,_warn_postrun_energy_witness,"open_boundary = self._boundary_spec.absorber_type in (""cpml"", ""upml"")",
rfx/api/_execute.py,533,absorber_type,DECIDE,other,_warn_postrun_energy_witness,"open_boundary = self._boundary_spec.absorber_type in (""cpml"", ""upml"")",
rfx/api/_execute.py,1041,_boundary,PASS,other,_auto_configure_mesh,"boundary=self._boundary,",
rfx/api/_execute.py,1067,_boundary,DECIDE,other,_reject_upml_on_nonuniform,"if self._boundary != ""upml"" or self._cpml_layers <= 0:",
rfx/api/_execute.py,1067,_cpml_layers,DECIDE,other,_reject_upml_on_nonuniform,"if self._boundary != ""upml"" or self._cpml_layers <= 0:",
rfx/api/_execute.py,1166,_periodic_axes,DECIDE,other,_run_adi_from_materials,"tuple(a in self._periodic_axes for a in ""xyz"")",
rfx/api/_execute.py,1167,_periodic_axes,DECIDE,other,_run_adi_from_materials,if self._periodic_axes else None),
rfx/api/_execute.py,1172,periodic,PASS,other,_run_adi_from_materials,periodic=_adi_periodic),
rfx/api/_execute.py,1202,_boundary,DECIDE,other,_run_adi_from_materials,"if self._boundary == ""cpml"" and self._cpml_layers > 0:",
rfx/api/_execute.py,1202,_cpml_layers,DECIDE,other,_run_adi_from_materials,"if self._boundary == ""cpml"" and self._cpml_layers > 0:",
rfx/api/_execute.py,1204,make_adi_absorbing_sigma_3d,DERIVE,other,_run_adi_from_materials,absorb_sigma = make_adi_absorbing_sigma_3d(,
rfx/api/_execute.py,1205,_cpml_layers,PASS,other,_run_adi_from_materials,"nx, ny, nz, self._cpml_layers, grid.dx, grid.dx, grid.dx)",
rfx/api/_execute.py,1233,_boundary,PASS,other,_run_adi_from_materials,"freq_range=(self._freq_max / 10, self._freq_max, self._boundary),",
rfx/api/_execute.py,1257,_boundary,DECIDE,other,_run_adi_from_materials,"if self._boundary == ""cpml"" and self._cpml_layers > 0:",
rfx/api/_execute.py,1257,_cpml_layers,DECIDE,other,_run_adi_from_materials,"if self._boundary == ""cpml"" and self._cpml_layers > 0:",
rfx/api/_execute.py,1260,make_adi_absorbing_sigma,DERIVE,other,_run_adi_from_materials,absorb_sigma = make_adi_absorbing_sigma(,
rfx/api/_execute.py,1261,_cpml_layers,PASS,other,_run_adi_from_materials,"nx_2d, ny_2d, self._cpml_layers, grid.dx)",
rfx/api/_execute.py,1303,_boundary,PASS,other,_run_adi_from_materials,"freq_range=(self._freq_max / 10, self._freq_max, self._boundary),",
rfx/api/_execute.py,1432,_periodic_flags,DERIVE,forward,_forward_from_materials,periodic_bool = self._periodic_flags(),
rfx/api/_execute.py,1441,cpml_axes,DERIVE,forward,_forward_from_materials,cpml_axes_run = grid.cpml_axes,
rfx/api/_execute.py,1454,_boundary,PASS,forward,_forward_from_materials,"if getattr(self, ""_boundary"", None) == ""pec"":",
rfx/api/_execute.py,1480,bloch,PASS,forward,_forward_from_materials,"method=getattr(self._tfsf, ""method"", ""bloch""),",
rfx/api/_execute.py,1515,periodic,PASS,forward,_forward_from_materials,periodic=periodic_bool),
rfx/api/_execute.py,1802,periodic,PASS,forward,_forward_from_materials,"sheet_impedance=sheet_impedance, periodic=periodic_bool,",
rfx/api/_execute.py,1803,_boundary_spec,DECIDE,forward,_forward_from_materials,"pec_faces=self._boundary_spec.pec_faces(), name=pe.name)",
rfx/api/_execute.py,1803,pec_faces,PASS,forward,_forward_from_materials,"pec_faces=self._boundary_spec.pec_faces(), name=pe.name)",
rfx/api/_execute.py,2077,periodic,PASS,forward,_forward_from_materials,"periodic=periodic_bool,",
rfx/api/_execute.py,2125,_boundary,PASS,forward,_forward_from_materials,"boundary=self._boundary,",
rfx/api/_execute.py,2126,cpml_axes,PASS,forward,_forward_from_materials,"cpml_axes=cpml_axes_run,",
rfx/api/_execute.py,2127,pec_axes,PASS,forward,_forward_from_materials,"pec_axes=pec_axes_run,",
rfx/api/_execute.py,2128,periodic,PASS,forward,_forward_from_materials,"periodic=periodic_bool,",
rfx/api/_execute.py,2546,pad_x,DERIVE,forward,_forward_distributed_nonuniform_from_materials,pad_x = 0,
rfx/api/_execute.py,2548,pad_x,DERIVE,forward,_forward_distributed_nonuniform_from_materials,pad_x = n_devices - (nx % n_devices),
rfx/api/_execute.py,2549,pad_x,DECIDE,forward,_forward_distributed_nonuniform_from_materials,nx_padded = nx + pad_x,
rfx/api/_execute.py,2561,_cpml_layers,PASS,forward,_forward_distributed_nonuniform_from_materials,"cpml_layers = int(getattr(self, ""_cpml_layers"", 0) or 0)",
rfx/api/_execute.py,2562,_boundary,DECIDE,forward,_forward_distributed_nonuniform_from_materials,"if self._boundary == ""cpml"" and cpml_layers > 0:",
rfx/api/_execute.py,2664,pad_x,DERIVE,forward,_forward_distributed_nonuniform_from_materials,pad_x = sharded_grid.pad_x,
rfx/api/_execute.py,2665,pad_x,DECIDE,forward,_forward_distributed_nonuniform_from_materials,if pad_x > 0:,
rfx/api/_execute.py,2666,pad_x,DERIVE,forward,_forward_distributed_nonuniform_from_materials,"_pad_widths = ((0, pad_x), (0, 0), (0, 0))",
rfx/api/_execute.py,2705,_cpml_layers,PASS,forward,_forward_distributed_nonuniform_from_materials,"cpml_layers = int(getattr(self, ""_cpml_layers"", 0) or 0)",
rfx/api/_execute.py,2706,_boundary,DECIDE,forward,_forward_distributed_nonuniform_from_materials,"if self._boundary == ""cpml"" and cpml_layers > 0:",
rfx/api/_execute.py,2707,init_cpml_for_sharded_nu,DERIVE,forward,_forward_distributed_nonuniform_from_materials,"cpml_params, cpml_state_stacked = init_cpml_for_sharded_nu(",
rfx/api/_execute.py,2709,_pec_faces,PASS,forward,_forward_distributed_nonuniform_from_materials,"pec_faces=getattr(self, ""_pec_faces"", None),",
rfx/api/_execute.py,2709,pec_faces,PASS,forward,_forward_distributed_nonuniform_from_materials,"pec_faces=getattr(self, ""_pec_faces"", None),",
rfx/api/_execute.py,2787,_boundary_spec,DECIDE,forward,_forward_distributed_nonuniform_from_materials,"pmc_faces=frozenset(self._boundary_spec.pmc_faces()),",
rfx/api/_execute.py,2787,pmc_faces,PASS,forward,_forward_distributed_nonuniform_from_materials,"pmc_faces=frozenset(self._boundary_spec.pmc_faces()),",
rfx/api/_execute.py,3008,_boundary,DECIDE,other,_dispatch_plan,"if self._boundary == ""upml"" and distributed_run:",
rfx/api/_execute.py,3828,_periodic_flags,DERIVE,forward,forward,_fwd_periodic = self._periodic_flags(),
rfx/api/_execute.py,3836,periodic,PASS,forward,forward,"periodic=_fwd_periodic)),",
rfx/api/_execute.py,3837,periodic,PASS,forward,forward,periodic=_fwd_periodic),
rfx/api/_execute.py,3846,_boundary,DECIDE,forward,forward,"if _fwd_sheet_ctx is not None and self._boundary == ""upml"":",
rfx/api/_execute.py,4099,_boundary_spec,DERIVE,other,run,conformal_pec = bool(self._boundary_spec.conformal_faces()),
rfx/api/_execute.py,4099,conformal_faces,DERIVE,other,run,conformal_pec = bool(self._boundary_spec.conformal_faces()),
rfx/api/_execute.py,4204,_boundary,DECIDE,other,run,"if self._boundary in (""cpml"", ""upml"")",
rfx/api/_mesh.py,90,_boundary,DECIDE,other,_resolve_mesh,"state[""_freq_max""], state[""_boundary""],",
rfx/api/_mesh.py,180,_boundary_spec,PASS,other,_require_mode_the_nonuniform_lane_solves,"spec = getattr(self, ""_boundary_spec"", None)",
rfx/api/_mesh.py,182,_boundary,DECIDE,other,_require_mode_the_nonuniform_lane_solves,"else (self._boundary, self._boundary))",
rfx/api/_preflight.py,468,_periodic_axes,DECIDE,preflight,_validate_run_sparameter_request,if self._periodic_axes and port_entries:,
rfx/api/_preflight.py,473,_periodic_axes,DECIDE,preflight,_validate_run_sparameter_request,"f""ignore set_periodic_axes({self._periodic_axes!r}). Remove the """,
rfx/api/_preflight.py,1179,_periodic_axes,DECIDE,preflight,_validate_waveguide_sparameter_request_for_preflight,if self._periodic_axes:,
rfx/api/_preflight.py,1325,_boundary,DECIDE,preflight,_validate_simulation_config,"cpml_thickness = self._cpml_layers * dx if self._boundary in (""cpml"", ""upml"") else 0",
rfx/api/_preflight.py,1325,_cpml_layers,DECIDE,preflight,_validate_simulation_config,"cpml_thickness = self._cpml_layers * dx if self._boundary in (""cpml"", ""upml"") else 0",
rfx/api/_preflight.py,1330,_boundary,DECIDE,preflight,_validate_simulation_config,"absorber_label = ""UPML"" if self._boundary == ""upml"" else ""CPML""",
rfx/api/_preflight.py,1342,pmc_faces,PASS,preflight,_validate_simulation_config,"pmc_faces=_pmc_faces_set,",
rfx/api/_preflight.py,2006,_boundary,DECIDE,preflight,_validate_adi_configuration,"if self._boundary == ""upml"":",
rfx/api/_preflight.py,2008,_boundary,DECIDE,preflight,_validate_adi_configuration,"if self._boundary not in (""pec"", ""cpml""):",
rfx/api/_preflight.py,2016,_periodic_axes,DECIDE,preflight,_validate_adi_configuration,if self._periodic_axes:,
rfx/artifacts.py,231,_boundary,PASS,other,_simulation_summary,"""boundary"": getattr(sim, ""_boundary"", None),",
rfx/artifacts.py,232,_boundary_spec,PASS,other,_simulation_summary,"""boundary_spec"": _jsonable(getattr(sim, ""_boundary_spec"", None)),",
